district,state,lat,lon,city_name
Bhopal,Madhya Pradesh,23.2530923,77.3962718,"Bhopal, Madhya Pradesh, 462001, India"
Indore,Madhya Pradesh,22.7203616,75.8681996,"Indore, Madhya Pradesh, 452001, India"
Ujjain,Madhya Pradesh,23.174597,75.7851423,"Ujjain, Ujjain Tahsil, Ujjain, Madhya Pradesh, 456001, India"
Gwalior,Madhya Pradesh,26.2037247,78.1573628,"Gwalior, Madhya Pradesh, 474001, India"
Shivpuri,Madhya Pradesh,25.5,78,"Shivpuri, Shivpuri district, Madhya Pradesh, India"
Chhindwara,Madhya Pradesh,22.13983105,78.8096449546799,"Chhindwara, Madhya Pradesh, India"
Morena,Madhya Pradesh,26.166667,77.5,"Morena, Madhya Pradesh, India"
Khargone,Madhya Pradesh,21.8187743,75.6064577,"Khargone, Khargone Tahsil, Khargone, Madhya Pradesh, 451001, India"
Barwani,Madhya Pradesh,21.75194325,74.8917517533849,"Barwani, Madhya Pradesh, India"
Betul,Madhya Pradesh,21.8796162,77.8756812456308,"Betul, Madhya Pradesh, India"
Vidisha,Madhya Pradesh,23.916667,78,"Vidisha, Madhya Pradesh, 464221, India"
Other Region*,Madhya Pradesh,-15.078199,35.5060045,"Other Roads, Machinga, Southern Region, Malawi"
Sheopur,Madhya Pradesh,25.6656611,76.6954843,"Sheopur, Sheopur Tahsil, Sheopur, Madhya Pradesh, 476337, India"
Khandwa,Madhya Pradesh,21.9778642,76.5688282326971,"Khandwa, Madhya Pradesh, India"
Dhar,Madhya Pradesh,22.5,75.25,"Dhār, Dhar, Madhya Pradesh, India"
Hoshangabad,Madhya Pradesh,22.6001502,77.9266452141319,"Hoshangabad, Madhya Pradesh, India"
Raisen,Madhya Pradesh,23.25,78.083333,"Raisen, Madhya Pradesh, India"
Dewas,Madhya Pradesh,23,76.166667,"Dewas, Madhya Pradesh, India"
Sagar,Madhya Pradesh,23.80961225,78.7591136057863,"Sagar, Madhya Pradesh, India"
Shajapur,Madhya Pradesh,23.37074105,76.6205152747579,"Shajapur, Madhya Pradesh, India"
Unknown,Madhya Pradesh,6.40258995,43.3983820184895,"Unknown, Somali Region, Ethiopia"
Munger,Bihar,25.22081165,86.5172036723529,"Munger, Bihar, India"
Patna,Bihar,25.6093239,85.1235252,"Patna, Patna Rural, Patna, Bihar, 800001, India"
Siwan,Bihar,26.1310043,84.391256605952,"Siwan, Bihar, India"
Nalanda,Bihar,25.1364914,85.4436546485568,"Nalanda, NH120, Silao, Nalanda, Bihar, 803111, India"
Lakhisarai,Bihar,25.1677029,86.0593592430402,"Lakhisarai, Bihar, 811311, India"
Gopalganj,Bihar,26.4207265,84.3740640741516,"Gopalganj, Bihar, India"
Gaya,Bihar,24.7964355,85.0079563,"Gaya, Gaya Town C.D.Block, Gaya, Bihar, 823001, India"
Begusarai,Bihar,25.5127194,86.0905710914002,"Begusarai, Bihar, India"
Saran,Bihar,25.90835495,84.7807476059432,"Saran, Bihar, India"
Bhagalpur,Bihar,25.28669805,87.1322535511115,"Bhagalpur, Bihar, India"
Nawada,Bihar,24.818124,85.5185562336921,"Nawada, Bihar, India"
Imphal West,Manipur,24.757326,93.8584785802515,"Imphal West, Manipur, India"
Unknown,Manipur,6.40258995,43.3983820184895,"Unknown, Somali Region, Ethiopia"
Aizawl,Mizoram,23.7414092,92.7209297,"Aizawl, Tlangnuam, Aizwal, Mizoram, 796190, India"
North Goa,Goa,15.60444125,74.0017240630747,"North Goa, Goa, India"
Unknown,Goa,6.40258995,43.3983820184895,"Unknown, Somali Region, Ethiopia"
South Andaman,Andaman and Nicobar Islands,10.7056905,92.4874678963337,"South Andaman, Andaman and Nicobar Islands, India"
North and Middle Andaman,Andaman and Nicobar Islands,12.61123865,92.8316540641493,"North and Middle Andaman, Andaman and Nicobar Islands, 744210, India"
Unknown,Andaman and Nicobar Islands,6.40258995,43.3983820184895,"Unknown, Somali Region, Ethiopia"
Ranchi,Jharkhand,23.3700354,85.3250132,"Ranchi, Kanke, Ranchi, Jharkhand, HINDPIRI, India"
Hazaribagh,Jharkhand,23.9675151,85.4388456859562,"Hazaribagh, Jharkhand, India"
Bokaro,Jharkhand,23.69912795,85.9910689416502,"Bokaro, Jharkhand, India"
Kodarma,Jharkhand,24.54215575,85.6932396589306,"Kodarma, Jharkhand, India"
Cachar,Assam,24.75863995,92.8816647576822,"Cachar, Assam, India"
Kamrup Metropolitan,Assam,26.13526375,91.8616706252462,"Kamrup Metropolitan, Assam, India"
Jorhat,Assam,26.7577925,94.2079645,"Jorhat, Jorhat East, Jorhat, Assam, 785001, India"
Goalpara,Assam,26.1783623,90.6226683,"Goalpara, Balijana, Goalpara, Assam, 783362, India"
Nalbari,Assam,26.42386165,91.4512275462117,"Nalbari, Assam, 781335, India"
South Salmara Mancachar,Assam,6.40258995,43.3983820184895,Unknown
Kamrup,Assam,26.12755515,91.2998714797357,"Kamrup, Assam, India"
Morigaon,Assam,26.252273,92.3548836,"Morigaon Civil Hospital, SH3, Kamalabari, Marigaon, Assam, 782105, India"
Golaghat,Assam,26.40490095,94.0320911212063,"Golaghat, Assam, India"
Lakhimpur,Assam,27.98506015,80.7538453835765,"Lakhimpur, Kheri, Uttar Pradesh, India"
Dhubri,Assam,26.01894625,89.9418895246152,"Dhubri, Assam, India"
Hailakandi,Assam,24.68845365,92.5738152824095,"Hailakandi, Assam, 788151, India"
Lohit,Arunachal Pradesh,28.03501615,96.1713515422068,"Lohit, Arunachal Pradesh, India"
Unknown,Dadra and Nagar Haveli,6.40258995,43.3983820184895,"Unknown, Somali Region, Ethiopia"
Gomati,Tripura,23.4613369,91.6071800381772,"Gomati, Tripura, India"
North Tripura,Tripura,24.0921476,92.2451213501985,"North Tripura, Tripura, 799250, India"
